Voidflew, 16
42,225
42,225
42,225
42,225
51.0,225.0
51.0,225.0
51.0,225.0
58.0,225.0
58.0,225.0
67.0,225.0
67.0,225.0
78.0,225.0
78.0,225.0
90.0,225.0
90.0,225.0
90.0,225.0
101.0,225.0
101.0,225.0
113.0,225.0
113.0,225.0
113.0,225.0
125.0,225.0
136.0,225.0
136.0,225.0
136.0,225.0
148.0,225.0
148.0,225.0
160.0,225.0
160.0,225.0
160.0,225.0
171.0,225.0
183.0,225.0
183.0,225.0
183.0,225.0
195.0,225.0
195.0,225.0
206.0,225.0
206.0,225.0
206.0,225.0
218.0,225.0
230.0,239.0
230.0,239.0
230.0,239.0
230.0,239.0
241.0,257.0
253.0,271.0
253.0,271.0
253.0,271.0
265.0,281.0
276.0,287.0
276.0,287.0
276.0,287.0
288.0,289.0
288.0,289.0
300.0,287.0
300.0,287.0
300.0,287.0
312.0,281.0
323.0,271.0
323.0,271.0
323.0,271.0
335.0,258.0
335.0,258.0
347.0,240.0
347.0,240.0
347.0,240.0
358.0,225.0
370.0,225.0
370.0,225.0
370.0,225.0
382.0,225.0
382.0,225.0
393.0,225.0
393.0,225.0
393.0,225.0
405.0,225.0
417.0,225.0
417.0,225.0
417.0,225.0
428.0,225.0
428.0,225.0
440.0,225.0
440.0,225.0
440.0,225.0
452.0,225.0
463.0,225.0
463.0,225.0
463.0,225.0
475.0,225.0
475.0,225.0
487.0,225.0
487.0,225.0
487.0,225.0
498.0,225.0
510.0,225.0
510.0,225.0
510.0,225.0
522.0,239.0
522.0,239.0
533.0,257.0
533.0,257.0
533.0,257.0
545.0,271.0
557.0,281.0
557.0,281.0
557.0,281.0
568.0,287.0
568.0,287.0
580.0,289.0
580.0,289.0
580.0,289.0
592.0,287.0
603.0,281.0
603.0,281.0
603.0,281.0
615.0,271.0
615.0,271.0
627.0,258.0
627.0,258.0
627.0,258.0
638.0,240.0
650.0,225.0
650.0,225.0
650.0,225.0
662.0,225.0
662.0,225.0
673.0,239.0
673.0,239.0
673.0,239.0
685.0,257.0
697.0,271.0
697.0,271.0
697.0,271.0
709.0,281.0
709.0,281.0
720.0,287.0
720.0,287.0
720.0,287.0
732.0,289.0
744.0,287.0
744.0,287.0
744.0,287.0
755.0,281.0
755.0,281.0
767.0,271.0
767.0,271.0
767.0,271.0
779.0,258.0
790.0,240.0
790.0,240.0
790.0,240.0
802.0,229.0
802.0,229.0
814.0,249.0
814.0,249.0
814.0,249.0
825.0,266.0
837.0,278.0
837.0,278.0
837.0,278.0
849.0,286.0
849.0,286.0
860.0,290.0
860.0,290.0
860.0,290.0
872.0,290.0
884.0,287.0
884.0,287.0
884.0,287.0
895.0,279.0
895.0,279.0
907.0,268.0
907.0,268.0
907.0,268.0
919.0,252.0
930.0,233.0
930.0,233.0
930.0,233.0
942.0,236.0
942.0,236.0
954.0,255.0
954.0,255.0
954.0,255.0
965.0,270.0
977.0,280.0
977.0,280.0
977.0,280.0
989.0,287.0
989.0,287.0
1000.0,290.0
1000.0,290.0
1012.0,289.0
1012.0,289.0
1024.0,284.0
1024.0,284.0
1024.0,284.0
1035.0,276.0
1035.0,276.0
1047.0,263.0
1047.0,263.0
1047.0,263.0
1071.0,243.39830278343436
1071.0,225.0
1071.0,225.0
1071.0,225.0
1082.0,225.0
1082.0,225.0
1094.0,225.0
1094.0,225.0
1094.0,225.0
1106.0,225.0
1117.0,225.0
1117.0,225.0
1117.0,225.0
1129.0,225.0
1129.0,225.0
1141.0,225.0
1141.0,225.0
1141.0,225.0
1152.0,225.0
1164.0,225.0
1164.0,225.0
1164.0,225.0
1164.0,225.0
1176.0,225.0
1176.0,225.0
1187.0,225.0
1187.0,225.0
1199.0,225.0
1211.0,232.0
1211.0,232.0
1211.0,232.0
1222.0,251.0
1222.0,251.0
1234.0,267.0
1234.0,267.0
1234.0,267.0
1246.0,278.0
1257.0,285.0
1257.0,285.0
1257.0,285.0
1269.0,289.0
1269.0,289.0
1281.0,288.0
1281.0,288.0
1292.0,284.0
1292.0,284.0
1304.0,275.0
1304.0,275.0
1304.0,275.0
1316.0,263.0
1316.0,263.0
1327.0,247.0
1327.0,247.0
1327.0,247.0
1339.0,226.0
1351.0,225.0
1351.0,225.0
1351.0,225.0
1362.0,225.0
1362.0,225.0
1374.0,225.0
1374.0,225.0
1374.0,225.0
1386.0,245.0
1397.0,262.0
1397.0,262.0
1397.0,262.0
1409.0,275.0
1409.0,275.0
1421.0,283.0
1421.0,283.0
1421.0,283.0
1432.0,288.0
1444.0,289.0
1444.0,289.0
1444.0,289.0
1456.0,285.0
1456.0,285.0
1475.6179926482139,287.7465027337886
1475.6179926482139,287.7465027337886
1491.0,277.0
1503.0,288.0476088300758
1503.0,288.0476088300758
1503.0,288.0476088300758
1503.0,288.0476088300758
1514.0,309.0
1514.0,309.0
1514.0,309.0
1514.0,309.0
1514.0,309.0
1526.0,319.0
1538.0,325.0
1538.0,325.0
1538.0,325.0
1549.0,327.0
1549.0,327.0
1561.0,325.0
1561.0,325.0
1561.0,325.0
1573.0,319.0
1584.0,309.0
1584.0,309.0
1584.0,309.0
1596.0,296.0
1596.0,296.0
1608.0,278.0
1608.0,278.0
1608.0,278.0
1619.0,295.0
1631.0,312.0
1631.0,312.0
1631.0,312.0
1643.0,326.0
1643.0,326.0
1654.0,335.0
1654.0,335.0
1666.0,341.0
1666.0,341.0
1678.0,342.0
1678.0,342.0
1678.0,342.0
1689.0,340.0
1689.0,340.0
1701.0,334.0
1701.0,334.0
1701.0,334.0
1713.0,324.0
1724.0,310.0
1724.0,310.0
1724.0,310.0
1736.0,307.2459176922057
1736.0,307.2459176922057
1748.0,285.0
1748.0,285.0
1748.0,285.0
1759.0,292.0
1771.0,311.0
1771.0,311.0
1771.0,311.0
1783.0,327.0
1783.0,327.0
1794.0,338.0
1794.0,338.0
1794.0,338.0
1806.0,345.0
1818.0,349.0
1818.0,349.0
1818.0,349.0
1829.0,348.0
1829.0,348.0
1841.0,344.0
1841.0,344.0
1841.0,344.0
1853.0,335.0
1864.0,323.0
1864.0,323.0
1864.0,323.0
1876.0,307.0
1876.0,307.0
1888.0,286.0
1888.0,286.0
1888.0,286.0
1900.0,304.0
1911.0,321.0
1911.0,321.0
1911.0,321.0
1923.0,335.0
1923.0,335.0
1935.0,344.0
1935.0,344.0
1935.0,344.0
1946.0,350.0
8249.53092569526,351.0
8249.53092569526,351.0
8249.53092569526,351.0
1970.0,349.0
1970.0,349.0
2966.169747638429,343.0
2966.169747638429,343.0
2966.169747638429,343.0
1993.0,333.0
2005.0,319.0
2005.0,319.0
2005.0,319.0
2016.0,301.0
2016.0,301.0
2028.0,285.0
2028.0,285.0
2028.0,285.0
2040.0,306.0
2051.0,322.0
2051.0,322.0
2051.0,322.0
2063.0,335.0
2063.0,335.0
2075.0,345.0
2075.0,345.0
2075.0,345.0
2086.0,350.0
2098.0,351.0
2098.0,351.0
2098.0,351.0
2110.0,348.0
2110.0,348.0
2121.0,342.0
2121.0,342.0
2121.0,342.0
2133.0,331.0
2145.0,316.0
2145.0,316.0
2145.0,316.0
2156.0,298.0
2156.0,298.0
2168.0,276.0
2168.0,276.0
2168.0,276.0
2180.0,257.0
2191.0,278.0
2191.0,278.0
2191.0,278.0
2191.0,278.0
2203.0,294.0
2215.0,307.0
2215.0,307.0
