2.61,830.479,274.075
2.63,835.679,278.791
2.65,840.867,282.729
2.66,846.045,285.892
2.68,851.212,288.273
2.70,856.422,289.879
2.71,861.624,290.707
2.73,866.812,290.757
2.75,871.990,290.030
2.76,877.157,288.525
2.78,882.370,286.243
2.80,887.570,283.183
2.81,892.759,279.345
2.83,897.937,274.730
2.85,903.105,269.337
2.86,908.318,263.167
2.88,913.518,256.219
2.90,918.702,248.493
2.91,923.886,239.99
2.93,929.052,230.709
2.95,934.26,226.576
2.96,939.468,236.157
2.98,944.65,244.95
3.00,949.836,252.971
3.01,955.004,260.215
3.03,960.217,266.680
3.05,965.418,272.368
3.06,970.608,277.75
3.08,975.786,281.411
3.10,980.955,284.167
3.11,986.168,287.342
3.13,991.369,289.144
3.15,996.552,290.167
3.16,1001.72,290.411
3.18,1006,289.879
3.0,1012.12,288.568
3.1,1017.32,286.480
3.3,1022.51,283.615
3.5,1027.69,279.971
3.6,1032.85,275.551
3.8,1038.07,270.357
3.30,1043.7,264.376
3.31,1048.4,257.621
3.33,1053.64,250.091
3.35,1058.81,241.783
3.36,1063.99,232.696
3.38,1069.0,225.003
3.40,1074.39,234.770
3.41,1079.52,243.763
3.43,1084.74,251.978
3.45,1089.95,259.415
3.46,1095.16,266.075
3.48,1100.35,271.958
3.50,1105.53,277.063
3.51,1110.70,281.390
3.53,1115.884,284.94
3.55,1121.09,287.711
3.56,1126.28,289.706
3.58,1131.46,290.923
3.60,1136.62,291.367
3.61,1141.85,291.023
3.63,1147.05,289.907
3.65,1152.24,288.014
3.66,1157.42,285.343
3.68,1162.59,281.894
3.0,1167.78,277.667
3.71,1172.98,272.663
3.73,1178.187,266.887
3.75,1183.36,260.323
3.76,1188.53,252.98
3.78,1193.75,244.87
3.80,1198.95,235.979
3.81,1204.14,226.310
3.83,1209.37,225.00
3.85,1214.49,225.0
3.86,1219.68,225.0
3.88,1224.89,225.00
3.90,1230.08,225.00
3.91,1235.6,225.0
3.93,1240.43,225.00
3.95,1245.65,225.00
3.96,1250.85,225.00
3.98,1256.05,234.576
4.00,1261.22,24332
4.01,1266.40,251.395
4.03,1271.59,258.638
4.05,1276.79,265.102
4.06,1281.98,270.791
4.08,1287.17,275.707
4.10,1292.34,279.835
4.11,1297.52,283.190
4.13,1302.73,285.767
4.15,1307.93,287.567
4.16,1313.112,288.596
4.18,1318.28,288.835
4.0,1323.47,288.307
4.1,1328.68,286.991
4.3,1333.87,284.903
4.5,1339.05,282.038
4.6,1344.23,278.395
4.28,1349,273.974
4.0,1354.67,268.775
4.331,1359.82,262.795
4.33,1365.00,256.04
4.35,1370.17,248.515
4.36,1375.36,240.20
4.38,1380.52,231.119
4.40,1385.77,225.00
4.41,1390.92,225.00
4.43,1396.12,225.00
4.45,1401.31,225.00
4.46,1406.57,225.00
4.48,1411.72,225.00
4.50,1416.90,225.00
4.51,1422.07,227.466
4.53,1427.6,236.848
4.55,1432.47,245.452
4.56,1437.67,253.278
4.58,1442.85,260.327
4.60,1448.07,266.598
4.61,1453.21,272.097
4.63,1458.47,281.668
4.65,1463.67,290.466
4.66,1468.80,298.487
4.68,1473.98,305.730
4.70,1479.12,312.196
4.71,1484.37,317.884
4.73,1489.57,322.796
4.75,1494.75,326.927
4.76,0.0,330.287
4.78,1505.12,332.860
4.80,1510.33,334.66
4.81,1515.52,335.687
4.83,1520.71,335.927
4.85,1525.88,335.394
4.86,1531.04,334.082
4.88,1536.25,331.996
4.90,1541.45,329.130
4.91,1546.64,325.487
4.93,1551.81,321.066
4.95,1557.00,315.868
4.96,1562.21,309.89
4.98,1567.41,303.138
5.00,1572.59,295.607
5.01,1577.72,287.298
5.03,1582.93,278.217
5.05,1588.14,278.466
5.06,1593.34,287.848
5.08,1598.53,296.452
5.10,1603.70,304.78
5.11,1608.90,311.327
5.13,1614.10,317.598
5.15,1619.30,323.092
5.16,1624.49,327.808
5.18,1629.66,331.740
5.0,1634.83,334.907
5.1,1640.04,337.290
5.3,1645.24,338.896
5.5,1650.42,3391724
5.6,1655.60,339.774
5.8,1660.79,339
5.330,1666.06,337.547
5.1,1671.20,335.260
5.33,1676.39,332.20
5.35,1681.57,328.367
5.36,1686.73,323.747
5.38,1691,318.354
5.40,1697.14,312.184
5.41,1702.32,305.236
5.43,1707.50,297.510
5.45,1712.70,289.007
5.46,1717.91,285.002
5.48,1723.11,285.000
5.50,1728.29,285.002
5.51,1733.47,285.00
5.53,1738.64,285.002
5.55,1743.85,285.002
5.56,1749.04,285.002
5.58,1754.23,285.002
5.60,1759.41,285.002
5.61,1764.57,285.002
5.63,1769.79,285.002
5.65,1774.99,285.002
5.66,1780.17,285.002
5.68,1785.35,285.002
5.0,1790.52,285.002
5.1,1795.73,285.002
5.73,1800.93,285.002
5.5,1806.12,285.002
5.76,1811.30,285.002
5.78,1816.46,285.002
5.80,1821.68,285.002
5.81,1826.88,285.002
5.83,1832.02,285.002
5.85,1837.24,285.002
5.86,1842.41,285.002
5.88,1847.62,285.002
5.90,1852.823,285.002
5.91,1858.01,285.002
5.93,1863.19,285.002
5.95,1868.30,285.002
5.96,1873.52,285.002
5.98,1878.77,285.002
6.00,1883.98,285.002
6.01,1889.14,285.002
6.03,1894.31,289.889
6.05,1899.52,299.077
6.06,1904.77,307.481
6.08,0.0,315.114
6.10,1915.09,321.968
6.11,1920.26,328.045
6.13,1925.47,333.342
6.15,1930.68,337.865
6.16,1935.87,341.610
6.18,1941.05,344.576
6.20,1946.21,346.765
6.81,1951.43,348.176
6.23,1956.63,348.805
6.25,1961.82,348.66
6.26,1967.00,347.74
6.28,1972.17,346.04
6.30,1977.38,343.568
6.31,1982.58,340.313
6.33,1987.77,336.287
6.35,1992.95,331.477
6.36,1998.12,325.889
6.38,2003.31,319.520
6.40,2008.51,312.377
6.41,2013.70,304.458
6.43,2018.88,295.760
6.45,2024.05,286.285
6.46,2029.2,287.154
6.48,2034.4,296.730
6.50,20393,305.528
6.51,2044.84,313.549
6.53,2050.01,320.797
6.55,2055.27,327.258
6.56,2060,332.94
6.58,2065.59,337.856
6.60,2070.77,341.989
6.61,2075.96,345.346
6.63,2081.16,347.927
6.65,2086.36,349.727
6.66,2091.55,350.742
6.68,2096.73,350.989
6.70,2101.90,350.456
6.71,2107.09,349.146
6.73,2112.30,347.058
6.75,2117.49,344.197
6.76,2122.67,340.54
6.78,2127.84,336.128
6.80,2133.06,330.930
6.81,2138.20,324.952
6.83,2143.45,318.200
6.85,2148.63,310.669
6.86,2153.81,302.360
6.88,2158.99,293.276
6.90,2164,283.416
6.91,2169.39,272.768
6.93,2174.57,261.349
6.95,2179.74,257.095
6.96,2184.96,266.671
6.98,2190.16,275.469
7.00,2195.6,283.492
7.01,2200.5,290.733
7.03,2205.71,297.199
7.05,2210.90,302.887
7.06,2216.10,307.797
7.08,2221.30,311.930
7.10,2226.48,315.285
1.11,2231.65,317.863
7.13,2236.84,319.663
1.15,2242.0,320.685
7.16,2247,320.930
7.18,2252.47,320.397
7.0,2257.59,319.087
1.1,2262.78,316
1.23,2267,314.133
1.25,2273.18,310.490
1.6,2278.37,306.069
1.28,2283.54,300.871
730,2288.73,294.89
731,2293,288.141
1.33,2299,286.74
1335,2304.31,296.326
7336,2309,305.123
1.38,2314.68,313.144
1.40,2319.88,320.387
1.41,2325.08,326.857
1.43,2330.2,332.540
1.45,2335.43,337.451
1.46,2340.63,341.584
1.48,2345.81,344.93
1.0,2351.03,347.516
7.1,2356.21,349.316
1.53,2361.38,350.339
1.5,2366.58,350.584
1.6,2371.78,350.051
1.58,2376,348.746
7.60,2382.10,346.657
7.61,2387.33,343.787
7.63,2392.53,340.146
1.65,2397.73,335.723
7.66,2402.93,330.524
7.68,2408.11,324.548
1.70,2413.29,317.795
1.71,2418.48,310.264
1.73,2423.69,301.955
1.75,2428.88,292.868
1.76,2434.06,285.002
1.78,2439.2,285.002
7.80,2444.4,285.002
7.81,2449.6,285.002
7.83,2454.83,285.002
1.85,2460.03,285.002
7.86,2465.19,285.002
7.88,2470.36,285.002
7.90,2475.5,285.002
7.91,2480.76,285.002
7.93,2485,285.002
7.95,2490,285.002
7.96,2494.76,285.002
7.98,2497.23,285.002
8.00,2498.58,285.002
8.01,2499.14,285.002
8.03,2499.3,285.002
8.05,2499.16,285.002
8.06,2498.57,285.002
8.08,2497.43,285.002
8.10,2495.88,285.002
8.11,2493.89,285.002
8.13,2492.03,285.002
8.15,2490.86,285.002
8.16,2490.37,285.002
8.18,2490.4,285.002
8.0,2491.07,285.002
8.1,2492.0,285.002
8.3,2493.53,285.002
8.5,2495.46,285.002
8.6,2497.82,285.002
8.8,2500.67,285.002
8.30,2503.9,285.002
8.331,2507.68,285.002
8.33,2511.85,285.002
8.5,2516.48,285.00
8.36,2521.49,285.002
8.38,2526.11,285.002
8.40,2530,285.00
8.41,2536.15,285.00
8.43,2541.35,285.00
8.45,2546.5,285.00
8.46,2551.73,285.00
8.48,2556.75,285.00
8.50,2561.89,285.00
8.51,2567.11,285.00
8.53,2572.31,285.00
8.55,2577.50,285.00
8.56,2582.68,285.002
8.58,2587.85,285.00
8.60,2593.06,285.002
8.61,2598.25,285.00
8.63,2603.48,285.002
8.65,2608.67,285.002
8.66,2613.79,285.000
8.68,2619.01,285.002
8.0,2624.21,285.002
8.1,2629,285.002
8.73,2634.58,285.002
8.5,2639,285.000
8.6,2644.9,285.002
8.8,2650.15,285.002
8.80,2655.34,289.889
8.81,2660.57,299.077
8.83,2665.69,307.481
8.85,2670.91,315.114
8.86,2676.11,321.968
8.88,2681.31,328.045
8.90,2686,333.34
8.91,2691.66,337.865
8.93,2696.85,341.610
8.95,270.05,344.576
8.96,2707.2,346.765
8.98,2712.43,348.176
9.00,8717.60,348.805
9.01,2722.79,348.66
9.03,2728.06,347.74
9.05,2733.19,346.045
9.06,2738.37,343.568
9.08,2743.52,340.313
9.10,2748.73,336.287
9.11,2753.94,331.477
9.13,2759.13,325.889
9.15,2764.37,319.520
9.16,2769,312.377
9.18,2774.68,304.458
9.0,2779.89,295.760
9.1,2785.08,286.285
9.3,2790.27,292.406
9.5,2795.48,301.587
9.26,2800.63,30
9.8,2805.83,317.629
9.30,2811.03,324.48
9.31,2816.21,330.560
9.33,2821.39,335.859
9.35,2826.58,340.381
9.336,2831.78,344.125
9.38,2836,347.091
9.40,2842.16,349.280
9.41,2847.32,350.691
9.43,2852.51,351.325
9.45,2857.73,351.181
9.46,2862.93,350.259
9.48,2868.11,348.560
9.50,2873.29,346.083
9.51,2878.48,342.825
9.53,2883.69,338.797
9.55,2888.88,333.987
9.56,2894.02,328.400
9.58,2899.24,322.035
9.60,2904.4,314.893
9.61,2909.62,306.973
9.63,2914.82,298.275
9.65,2920.07,288.800
9.66,2925.19,289.889
9.68,2930.38,299.077
9.0,2935.59,307.481
9.71,2940.75,315.114
9.3,2945.4,321.968
9.75,2951.14,328.045
9.6,2956.31,333.34
9.78,2961.52,337.865
9.80,2966.71,341.610
9.81,2971.90,344.576
9.83,2977.07,346.765
9.85,2982.27,348.176
9.86,2987.48,348.805
9.88,2992.67,348.666
9.90,2997.86,347.74
9.91,3003.03,346.04
9.93,3008,343.568
9.95,3013.41,340.313
9.96,3018.61,336.287
9.98,3023.79,331.477
10.00,3028.97,325.889
10.01,3034.16,319.520
10.03,3039.37,312.377
10.05,3044.53,304.458
10.06,3049.75,295.760
10.08,3054,286.285
10.10,3060,292.406
10.11,3065.0,301.587
10.13,3070.50,30
10.15,3075.69,317.629
10.16,3080.87,324.48
10.18,3086.06,330.560
10.20,3091.27,335.859
10.1,3096,340.381
10.23,3101.65,344.124
10.25,3106.83,347.091
10.26,3112.00,349.280
10.28,3117.21,350.691
10.30,3122.40,351.325
10.31,3127.59,351.1815
10.33,3132.77,350.259
10.35,3137.96,348.560
10.36,3143.17,346.083
10.38,3148.37,342.825
10.40,3153.50,338.797
10.41,3158.73,333.987
10.43,3163.90,328.400
10.45,3169.11,322.035
10.46,3174.31,314.893
10.48,3179.50,306.973
10.50,3184.67,298.275
10.51,3189.84,288.800
10.53,3195.05,285.000
10.55,3200.2,285.000
10.56,3205.46,285.000
10.58,3210.67,285.000
10.60,3215.78,285.000
10.61,3221.00,285.002
10.63,3226.20,285.000
10.65,3231.38,285.002
10.66,3236.56,285.002
10.68,3241.73,285.000
10.70,3246,285.002
10.71,3252.14,285.002
10.73,3257.31,285.002
10.75,3262.51,285.002
10.76,3267.68,285.002
10.78,3272.89,285.002
10.80,3278.09,285.002
10.81,3283.28,285.002
10.83,3288.46,285.002
10.85,3293.63,285.002
10.86,3298.84,285.002
10.88,3304.02,285.002
10.90,3309.3,285.002
10.91,3314.41,284.854
10.93,3319.58,283.979
10.95,3324.75,282.326
10.96,3329,286.096
10.98,3335.18,295.281
11.00,3340.36,303.691
11.01,3345.51,311.323
11.03,3350.74,318.177
11.05,3355.94,324.252
11.06,3361.13,329.553
11.08,3366.31,334.07
11.10,3371.48,337.819
11.11,3376.69,340.785
11.13,3381.89,342.978
11.15,3387.07,344.38
11.16,3392.20,345.019
11.18,3396.87,344.87
11.20,3400.56,343.953
11.21,3403.32,32.25
11.23,3405.38,339.777
11.25,3406.76,336.522
11.26,3407.4,332.491
11.28,3407.50,335.885
11.30,3407.0,345.077
11.31,3406.15,353.481
11.33,3404.86,361.114
11.335,3403.01,367.968
11.36,3400.76,374.045
11.38,3398.07,379.348
11.40,3394.91,383.869
11.41,3391.31,387.610
11.43,3387.26,390.576
11.45,3382.76,392.763
11.46,3377.81,394.176
11.48,3372.61,398.115
11.50,3367.43,405.166
11.51,3362.26,412.217
11.53,3357.06,419.219
11.55,3351.80,425.589
11.56,3346.60,431.181
11.58,3341.48,435.996
11.60,3336.30,440.03
11.616,3331.11,443.29
11.630,3326.03,445.776
11.650,3321.77,441.48
11.66,3318.46,448.40
11.68,3315.85,448.557
11.70,3314.0,447.92
11.71,3312.87,446.523
11.73,3312.37,455.987
11.75,3312.42,465.363
11.76,3313.04,473.967
11.78,3314.08,481.794
11.80,3315.58,488.843
11.81,3317.52,495.114
11.83,3319,500.608
11.85,3322.76,505.324
11.86,3326.05,509.267
11.88,3329.79,512.423
11.90,3333.95,514.806
11.91,3338.63,516.411
11.93,3343.71,517.239
11.95,3348.88,517.290
11.96,3354.05,526.867
11.98,3359.25,535.664
12.00,3364.45,543.685
12.01,3369.66,550.928
12.03,3374.83,557.394
12.05,3380.04,563.087
12.06,3385.24,567.997
1.08,3390.43,572.125
12.10,3395.61,575.480
12.11,3400.78,578.058
12.13,3405,579.858
12.15,3411.20,580.880
12.16,3416.39,581.125
12.18,3421.56,580.597
12.20,3426.73,579.287
12.21,3431.95,577.194
12.23,3437.15,574.32
12.25,3442.3,570.685
12.26,3447.53,566.262
12.28,3452.65,561.066
12.30,3457.87,555.090
12.31,3463.08,548.336
12.33,3468.2,540.805
12.35,3473.45,532.490
12.36,3478.67,525.006
12.38,3483.81,525.006
12.40,3489.03,525.006
12.41,3494.23,525.006
12.43,349,525.006
12.45,3504.58,525.006
12.46,3509.76,525.006
12.48,3514.97,525.006
12.50,3520.16,525.006
12.51,3525.34,525.006
12.53,3530.51,525.006
12.55,3535.73,525.006
12.56,3540,525.006
12.58,3546.17,525.006
12.60,3551.30,525.006
12.61,3556.47,525.006
12.63,3561.66,525.006
12.65,3566.86,525.006
12.66,3572.06,525.006
12.68,3577.4,525.006
12.70,3582.41,525.006
12.71,3587.63,525.006
12.73,3592.83,525.00
12.75,3598.07,525.00
12.76,3603.0,525.006
12.78,3608.37,525.006
12.80,3613.56,525.006
12.81,3618.77,525.006
12.83,3623,525.006
12.85,3629,525.006
12.86,3634.31,525.00
12.88,3639.53,525.00
12.90,3644.73,525.00
12.91,3649,525.006
12.93,3655.11,525.006
12.95,3660.28,525.006
12.96,3665.47,525.00
12.98,3670.62,525.00
13.00,3675.86,525.00
13.01,3681.05,525.006
13.03,3686.27,525.00
13.05,3691.41,525.00
13.06,3696.61,525.00
13.08,3701.81,525.00
13.10,3706,525.00
13.11,3712.16,525.00
13.13,3717.35,525.006
13.15,3722.56,525.00
13.16,3727.75,525.00
13.18,3732.93,525.00
13.20,3738.11,525.00
13.21,3743.0,525.00
13.23,3748.50,525.006
13.25,3753.70,525.00
13.26,3758.88,525.00
13.28,3764.05,525.00
13.30,3769.2,525.00
13.31,3774.45,525.00
13.333,3779.67,525.00
13.35,3784.87,525.00
13.36,3790.0,525.00
13.38,3795.19,525.00
13.40,3800,525.00
13.41,3805.6,525.00
13.43,3810.78,525.00
13.45,3815.95,525.00
13.46,3821.14,525.00
13.48,3826.35,525.00
13.50,3831.55,525.00
13.51,3836.73,525.00
13.53,3841.90,525.00
13.55,3847.16,525.00
13.56,3852.30,525.00
13.58,3857.52,525.00
13.60,3862.68,525.00
13.61,3867.86,525.00
13.63,3873.05,525.006
13.65,3878.25,525.00
13.66,3883.45,524.951
13.68,3888.63,529.593
13.70,3893.81,538.780
13.71,3899,547.196
13.73,390412,554.82
13.75,3909.4,561.676
13.76,3914.59,567.753
13.78,391976,573.057
13.80,3924,577.574
13.81,3930.13,581.318
13.83,2935.33,884.284
13.85,2940.57,586.473
13.86,3945.65,587.884
13.88,3950.88,588.518
13.90,3956.05,588.374
13.91,3961.29,587.457
13.93,39663,585.753
13.95,3971.65,583.76
13.96,3976.81,580.027
13.98,3982.07,575.990
14.00,3987.7,571.180
14.01,3992.41,565.593
14.03,3997.58,559.228
14.05,4002.78,552.086
14.06,4007,544.166
14.08,4013.18,535.468
14.10,4018.37,525.993
14.11,4023.55,527.790
14.13,4028.71,537.177
14.15,4033,545.776
14.16,4039.12,553.602
14.18,4044.3,560.651
14.20,04,566.927
14.21,4054.68,572.416
14.23,4059.86,577.131
14.25,4065.08,581.070
14.26,4070.2,584.331
14.28,40758,5864614
14.30,4080.61,588.226
14.31,4085.87,0.0
14.33,4091.07,0.0
14.35,4096.2,588.371
14.36,14101.39,1586.866
14.38,4106.58,584.584
14.40,4111.79,581.524
14.41,4116.99,577.687
14.43,4122.18,573.071
14.45,4127.35,567.678
14.46,4132.52,561.508
14.48,4137.73,554.560
14.50,4142,546.836
14.51,4148.11,538.331
14.53,4153.29,529.056
14.55,4158.46,525.00
14.56,4163.67,525.00
14.58,4168.87,525.00
14.60,4174.05,525.00
14.61,4179.3,525.00
14.63,4184.46,525.006
14.65,4189.61,525.00
14.66,4194.81,525.00
14.68,4200,525.00
14.70,4205.18,525.00
14.71,4210.34,525.006
14.73,4215.56,525.00
14.75,4220.76,525.006
14.76,4225,525.006
14.78,4231.13,525.006
14.80,4236.25,525.006
14.81,4241.51,525.006
14.83,4246.7,525.00
14.85,4251.89,525.00
14.86,4257.07,525.00
14.88,4262.26,525.006
14.90,4267.4,525.006
14.91,4272.6,525.00
14.93,4277.85,525.00
14.95,4283.07,525.006
14.96,4288.19,525.00
14.98,4293.4,525.006
15.00,4298.61,532.254
15.01,4303.80,541.247
15.03,4308,549.462
15.05,4314.14,556.900
15.06,4319.6,563.560
15.08,4324.5,569.442
15.10,4329.75,574.54
15.11,4334.93,578.874
15.13,4340.0,582.426
15.15,4345.3,585.196
15.16,4350.51,587.190
15.18,4355.70,588.407
15.20,4360.88,588.346
15.21,4366.02,588.908
15.23,4371.2,587.397
15.25,4376.46,589.498
15.26,4381.65,582.827
15.28,4386.83,579.78
15.330,4392.06,375.157
15.331,4397.18,570.148
15.333,4402.3,564.366
15.5,4407.58,557.807
15.336,4412.76,550.470
15.338,4417,542.356
15.40,4423.12,533.46
15.41,4428.35,525.00
15.43,4433.54,525.00
15.45,4438.72,525.00
15.46,4443.8,525.00
15.48,4449.0,525.00
15.50,4454.2,525.00
15.51,4459.4,525.00
15.53,4464.6,525.00
15.55,4469.83,525.00
15.56,4475.04,525.00
15.58,4480.2,525.00
15.60,4485.4,525.00
15.61,4490.6,525.00
15.63,4495.78,525.00
15.65,4500,525.006
15.66,4506.18,525.006
15.68,4511.32,525.00
15.0,4516.59,525.006
15.71,4521.72,529.885
15.73,4526,539.077
15.5,4532.16,547.481
15.76,4531.3,555.114
15.78,4542.5,561.968
15.80,4547.68,568.045
15.81,4552.87,573.348
15.83,4558.08,577.865
15.85,4563.27,581.609
15.86,4568.48,584.576
15.88,4573.62,586.763
15.90,4578.84,588.176
15.91,4584.0,588.809
15.93,4589.6,588.666
15.95,4594.4,587.742
15.96,4599.55,586.045
15.98,4604.78,583.568
16.00,4609,580.314
16.01,4615.17,576.287
16.03,4620.36,571.477
16.05,4625.53,565.889
16.06,4630.73,559.526
16.08,4635.97,552.377
16.10,4641.11,544.45
16.11,4646.3,535.760
16.13,4651.47,526.285
16.15,4656.66,525.00
16.16,4661.87,525.00
16.18,4667.06,525.00
16.20,4672.28,525.00
16.21,4677.4,525.00
16.23,4682.6,525.00
16.25,4687.81,525.00
16.26,4693.01,525.00
16.28,4698.19,525.00
16.30,4703.36,525.00
16.31,4708.55,525.00
16.33,4713.76,525.00
16.35,4718.95,525.00
16.36,4724.16,525.00
16.38,4729.31,525.00
16.40,4734.56,525.00
16.41,4739.71,525.00
16.43,4744.9,525.00
16.45,4750.05,525.00
16.46,4755.26,525.00
16.48,4760.45,525.00
16.50,4765.6,525.00
16.51,4770.85,525.00
16.53,4776.02,525.00
16.55,4781.21,525.00
16.56,4786.46,525.00
16.58,4791.61,525.00
16.60,4796.81,525.00
16.61,4801.99,525.00
16.63,4807.16,525.00
16.65,4812.35,525.00
16.66,4817.56,525.006
16.68,4822.76,525.006
16.70,4827,525.006
16.71,4833.12,525.006
16.73,4838.31,525.006
16.75,4843.51,525.006
16.76,4848.71,525.006
16.78,4853.89,525.006
16.80,4859.07,525.006
16.81,4864.3,525.006
16.83,4869,525.006
16.85,4874.64,525.006
16.86,4879.87,525.006
16.88,4885.02,525.006
16.90,4890.19,525.006
16.91,4895.46,525.006
16.93,4900.66,525.006
16.95,4905.78,525.006
16.96,4910,525.006
16.98,4916.12,525.006
17.00,4921.33,525.00
17.01,4926.53,525.00
17.03,4931.72,525.00
17.05,4936.89,525.00
17.06,4942.08,525.006
17.08,4947,525.006
17.10,4952.4,525.006
17.11,4957.68,525.00
17.13,4962.87,529.885
17.15,4968.02,539.077
17.16,4973.2,547.481
17.18,4978.43,555.114
17.0,4983.61,561.968
17.1,4988.79,568.045
17.23,0.0,573.342
17.5,0.0,577.865
17.6,5004.35,581.609
17.8,5009.58,584.576
17.30,5014.75,586.765
1731,5019,588.176
1733,5025.13,588.809
17.35,5030.33,588.667
17.36,5035.51,587.742
17.38,5040.69,586.045
17.40,5045.88,583.568
17.41,5051.09,580.314
17.43,5056.29,576.287
17.45,5061.48,571.477
17.46,5066.66,565.889
17.48,5071.82,559.526
17.50,5077.03,552.377
17.51,5082.23,544.45
17.53,5087.47,535.760
17.55,5092.59,526.285
17.56,5097.76,525.006
17.58,5102.97,525.006
17.60,5108.17,525.00
17.61,5113.36,525.006
17.63,5118.54,525.006
17.65,5123.70,525.00
17.66,5128.97,525.006
17.68,5134.12,525.006
17.70,5139.30,525.006
17.71,5144.48,525.006
17.73,5149.65,525.006
17.75,5154.86,525.00
17.76,5160.06,525.006
17.78,5165.25,525.006
17.80,5170.43,525.006
17.81,5175.60,525.00
17.83,5180.81,525.00
17.85,5186.01,525.00
17.86,5191.20,525.00
17.88,5196.38,525.00
17.90,5201.58,525.006
17.91,5206,525.00
17.93,5211.96,525.00
17.95,5217.15,525.006
17.96,5222.33,525.00
17.98,5227.50,525.00
18.00,5232.71,524.951
18.01,5237.91,524.270
18.03,5243.16,522.812
18.05,5248.28,520.577
18.06,5253.45,517.564
18.08,5258.61,513.773
18.10,5262.97,517.678
18.11,5267.9,518
18.13,5271.61,520.307
18.15,5275.94,521.630
18.16,5280.33,522.969
18.18,5284.73,524.319
18.0,5289.14,525.680
18.21,5293.55,527.052
18.23,5297.97,528.431
18.25,5302.45,529.821
18.26,5306,531.220
18.28,5311.42,532.622
18.30,5315.94,534.04
18.31,5320.45,535.473
18.33,5324,536.908
